"","transcript_id","RNA_WT_rep1","RNA_WT_rep2","RNA_WT_rep3","RNA_pbp1d_rep1","RNA_pbp1d_rep2","RNA_pbp1d_rep3","RNA_pab1d_pbp1d_rep1","RNA_pab1d_pbp1d_rep2","RNA_pab1d_pbp1d_rep3","RPF_WT_rep1","RPF_WT_rep2","RPF_WT_rep3","RPF_pbp1d_rep1","RPF_pbp1d_rep2","RPF_pbp1d_rep3","RPF_pab1d_pbp1d_rep1","RPF_pab1d_pbp1d_rep2","RPF_pab1d_pbp1d_rep3","CDS_WT_rep1","CDS_WT_rep2","CDS_WT_rep3","CDS_pbp1d_rep1","CDS_pbp1d_rep2","CDS_pbp1d_rep3","CDS_pab1d_pbp1d_rep1","CDS_pab1d_pbp1d_rep2","CDS_pab1d_pbp1d_rep3"
"132","YJL122W_mRNA",5784.05,6047.04,5265,5842.82,5105,4458,5342.23,4084,5957.13,85,106.01,101.01,131,117.06,95.03,135,98.02,65.09,78,99,93,112,105,84,131,89,52.5
"133","YMR170C_mRNA",1333.65,1689.32,1225.54,2028.55,2084.37,1537.27,3406.21,4699.79,3554.01,177.68,205.39,249.43,295.61,333.08,269.52,438.17,844.38,337.8,166.67,198.36,245.33,272.43,328.08,251.45,423.8,810.26,325.49
"134","YMR169C_mRNA",712.35,612.68,594.46,911.45,756.67,700.73,1450.89,2412.21,2035.99,9.34,13.61,9.57,4.42,16.83,13.5,63.06,240.72,84.21,9.33,13.64,9.67,4.57,9.08,10.55,60.2,211.28,76.51
"135","YOR374W_mRNA",3490,4519,3312.06,5466.48,5893,3988.19,5394,6891,5010,445.2,601.28,561.44,695.08,870.02,777.5,666.08,1333.3,392.14,422,575,536.84,645,815,729,639,1268.01,363
"136","YER073W_mRNA",21469.05,22713.17,19035.07,22319.62,20535.39,17668.99,10918.64,10413.89,10071.85,824.04,893.49,1033.23,891.36,1048.57,1061.59,451.08,705.1,225.12,788,850,982,819,989,999,422,661,204
"137","YPL061W_mRNA",134137.81,142886.23,114581.8,168067.18,174291.21,124535.53,74389.75,78545.25,79223.13,15421.75,18278.54,18337.81,16826.92,25715.17,20033.65,8803.21,14398.8,6395.15,14597.99,17342,17443,15039,24203,18822.32,8386,13612,5910
"138","YOR175C_mRNA",10298,9923,8736.39,14087.99,12644.89,9844.95,10520.22,7124.9,7967.51,530.72,483.58,501.28,654.06,753.95,597.1,419.03,513.56,321.04,505.96,449,472,595,685,558,405,469,271
"139","YNL148C_mRNA",693,749,609,930.22,762,690,708,934.26,936.79,66.12,45.56,46.27,106.2,98.03,87.75,103.43,96.69,40.16,64,40,45,97,94,83,97,89,38
"140","YBR110W_mRNA",3996.52,3925.81,3335.14,6348.65,4648.31,3898.05,6717.38,5111.96,5032.41,314.45,286.07,322.5,411.4,403.98,323.22,294.39,337.65,173.21,286.33,251.29,279,347.27,358.07,284.02,256.34,295.35,148.52
"141","YNL048W_mRNA",4961,5006.03,4235,6873.39,5567,4798.33,7757.03,6197,8097.03,254.1,291.09,278.05,324.3,378.49,299.24,310.63,357.06,170.23,225,247,229,291,322,255,282,315,148
"142","YNR030W_mRNA",14921.95,13569.74,11695.44,18086.04,14356,11687.03,15995.27,12502.06,12219,963.73,911,940.4,942.1,1251.13,983.37,674.09,1142.49,432.62,929,872.45,895,869,1201,931,655,1077,392
"143","YGL047W_mRNA",749,780,547,947,772,613,2633,1934,1504.01,114.02,118,134.07,154.42,148.02,133,498.62,610.05,225.21,112,111,127,141,145,124,475,578,215
"144","YBR070C_mRNA",748,751,516,1181,887,711,1528.55,986,985,58.32,50.04,50.26,98.08,92,74.35,139.09,154.07,86.02,54,46,46,92,87,71,126,144,83
"145","YGL065C_mRNA",4317,4623,3826.07,5244,4704.15,3967.98,4038,2698,3167,326.01,319.38,330.12,342.71,386.13,350.03,234.03,293.01,95.02,306.01,308,317,320.97,374,336,228,277,87
"146","YBL082C_mRNA",5380.41,5232,3976,6831.03,5300,4571,5623.98,4722.15,4167.3,346,345.61,312.66,473.64,397.92,427.8,320.28,416.13,163.2,332.14,321.85,300.11,437.81,365.45,399.43,310.5,387.34,153.64
"147","YPL227C_mRNA",5844,5528,4548.41,8109,6029,5198,6136.97,4702.99,4462,97.87,86.01,79,105.04,138.9,103.7,91.07,87.01,38,85,83,78,98,137.99,97,89,82,36
"148","YOR002W_mRNA",11072,10898.78,9103.41,15416.43,11766.86,10362.15,13702.87,11057,11844.48,317.45,319.33,348.51,458.03,513.01,386.32,240.72,393.09,202,301,303,334,411,477,361,227,355,181
"149","YBR243C_mRNA",4592.89,4450,3570.05,7418.83,5557.96,4478,7354.96,4834,4958.01,167.01,151,188.03,290.02,224.13,233.05,204.02,253.13,159,161,137,178,257,206.08,220,195,239,148
"150","YOR067C_mRNA",6037.93,5578.09,4704.21,9104,7044.52,5807,10805,5770,6492,556.2,591.29,585.81,844.45,913.34,711.19,735.12,918.48,456.15,532,564,560,759.05,870,662,687,848,407
"151","YNL219C_mRNA",10716.21,9601.95,8379,13843.07,11055.59,9104,11631.99,8163.85,8571.42,538.33,403.06,481.36,639.14,699.7,551.01,369.91,485.74,244.01,510,382,457,568.97,652,508,350,437,223.23
"152","YGL021W_mRNA",12615.31,13920.98,12199.01,16565.9,15889.2,14482.52,13219.69,11261,13579.8,534,689.55,767.07,736.15,943.09,780.36,532.02,749.1,359.07,507,653,735.02,694,903,734,509,710.95,335
"153","YBL009W_mRNA",8297.31,9397.01,7942,8809.96,8622,7466.98,6331.04,7217,6925,401.12,415.01,417.67,337.86,478.38,409.38,224,347.96,129,378,399,402,305,457.71,392,217,326,121
"154","YML086C_mRNA",12767.82,13404.9,11810.06,16413.65,14777.51,12039.94,11047.87,7951,7785.09,1736.77,2100.55,2066.55,1450.34,2527.68,2091.6,1362.15,1942.84,671.42,1656,2022,1993,1341,2436,2001,1292,1852,634
"155","YNL270C_mRNA",183,186,143,304,238,234,993,1799,1582.02,1.05,4.22,8.52,9.94,4.14,10.3,10.83,25.29,15.22,1.05,4.22,6.39,10.45,3.31,9.82,10.92,21.27,14.18
"156","YOL130W_mRNA",17475,19519.61,16614.1,20403.18,18865,16613.03,11827,23743.04,17391,402.03,523.02,473.09,332.51,622.26,500.29,136.93,293.99,106.01,392,506,456.91,307,599.92,487,129,275.17,99
"157","YFL050C_mRNA",2769,3021,2340,3660.01,3057,2756,5045,13625,9820.46,1.41,0,3.86,1.14,3.56,8.12,0,15.11,4,1,0,2,0,2,1,0,4.56,1
"158","YLR089C_mRNA",26207.44,28903.01,25546.92,33717.5,30741.74,27356,26806.64,28053.17,28745.04,1740.2,1919.59,1909.07,2108.29,2505.98,2119.09,1382.38,2457.55,972.67,1640,1782,1791,1832,2333.99,1964.99,1222.36,2190,784
"159","YDR111C_mRNA",1615,1871,1473,2281,2089,1734,2034,2033,2267,81,98,102,66.95,147,109.07,59,89.1,42.98,75,94,96,59,137,105,55,78,36
"160","YKR021W_mRNA",8133.09,9099.9,7330.09,8485.74,8020,6950.99,10268.16,22099.91,14493.84,181.59,212.99,223.59,152.09,219.78,159.22,155.41,216.82,92.92,170,202,215,138,203,154,142,192,79
"161","YJL084C_mRNA",8613.91,9752.05,8385.98,9801.23,9826.96,8469,11032.31,13545.25,15790.36,204.12,294.17,276.14,214.38,316.06,247.19,238.12,406.24,136.12,189,288,262,196.99,300,226,225,369,127
"162","YGR225W_mRNA",0,6.34,0,0,0,0,21.2,0,34.17,3,0,2,12,2.64,6,19,42.01,18,3,0,2,12,2,6,15,40,12
"163","YGR225W_pre-mRNA",94,104.66,78,161,147,152,777,901,766.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164","YML035C_mRNA",14065.33,15492.44,13259,16397.16,16232.8,13374.67,11314,12055.24,11514.17,711.43,758.18,785.9,828.09,963.71,818.2,702.14,858.51,297.77,659,703,743,744,902,750,662,766,269
"165","YDR242W_mRNA",1119.01,1336.01,912,1638,1298,1123.99,1498,2133,2018,10,12.01,9,19.91,12.05,16.33,24.86,97.03,23.05,8,9,7,10,11.02,9,22.36,86,16.66
"166","YBR211C_mRNA",1385,1495,1214.77,1874,1639.95,1549.05,2437.06,1655.94,2290.36,229.04,219.01,131,268.02,243.1,220,302.98,260.21,125.99,220,202,127,253,224,206,294,242,114
"167","YOR378W_mRNA",702,721,533,869,735,649,762,1241,1243,51.01,46.33,54.01,44,45.01,45.32,29.02,44.6,20.01,44,36,40,34,35,38,20,35,11
"168","YBR158W_mRNA",23972.81,27206.08,22312.86,29897.64,25306.94,23069.57,11254,15847.67,15610.98,784.45,1000.76,942.77,853.94,1004.84,839.8,214.03,323.16,154.99,745,945,878.67,778.91,945,772,203,303,143
"169","YGL156W_mRNA",1508,1797,1338,1460.25,1564,1191,4640,6868,4550,32.04,49.28,56.52,36.11,60,38.07,161.06,443.66,78.1,32,46,51,33,57,35.03,156,414,70
"171","YEL036C_mRNA",12161,11408.99,9666,14665.11,12065.94,9948.88,13445.51,9413.51,10799,894.36,851.08,1009.86,1107.75,1190.42,1289.39,675.52,743.52,413.15,847,812,965,999.97,1137,1237,646,696,375
"172","YKL047W_mRNA",3223.52,3419,2950,4216,3947,3274,4398,2785,3594.85,199.05,220.27,206.02,231.01,313.02,245.04,251.03,246.02,132.43,186,211,187.94,208,286,226,232,220,118
"173","YHR126C_mRNA",5,3,4,7,3,6,30,61,75,0,0,1,0,0,1,1,6,3,0,0,1,0,0,1,1,6,3
"174","YPR128C_mRNA",3717,3825,3123,5594,4493.01,4026.8,6362.01,5850,6346.16,245,256.05,236.12,381.32,316,302.3,472.47,552.16,264.02,234,235,222,342,297,275,452.93,511,253
"175","YPR180W_mRNA",2695,3079,2582.17,3931,3586,3128,3997.25,3603.99,3862.07,348.62,332.78,338.71,638.64,452.39,483,519.07,600.02,320.86,340,317.99,320,604,439,457,504,569,298
"176","YCL050C_mRNA",32091.06,34615.38,30825.62,40354.25,37768.97,33388.52,24039.72,23139.08,24385.02,2512.78,2338.82,2475.32,4000.73,3319.98,2533.73,2090.06,2057.04,915.01,2408.79,2247.94,2390,3723.11,3172.23,2414.63,2021,1958,860
"177","YDR530C_mRNA",1955,2157,1756,2875,2431,2050,3593.9,4791.1,4305,123,118.13,166.01,188.06,202.78,198.23,272.41,376.78,145.02,118,111,159,171,193,192,261,356,136
"178","YNL172W_mRNA",9330.01,10647.02,8823.43,11918.7,11644.3,9939.56,11842.86,16091.7,14352.6,255.93,303.7,350.87,252.05,377.86,344.81,273.77,514.57,247.83,239,281,323,207,348,307,241.81,468.15,203
"179","YDL008W_mRNA",2190,2239,1910,2970,2435,2171.5,3196.01,2441,2901,276.84,355.83,336.95,299.41,405.64,420.65,428.19,514.58,204.87,264,338,319,272,385,403,411,498,193
"180","YLR127C_mRNA",3119,3779,2937,3828.93,3404,3187,4500.89,5317,4651,83.97,97.14,99.34,109.99,131.02,102.03,89.02,157.01,59,78,96,94.02,102,126,95,81,144,55
"181","YDR118W_mRNA",1780.34,2035.1,1671.36,2183.73,2051.28,1749.83,2632.26,2180.38,2298.18,52.83,52.64,58.99,81.02,82.21,81.01,86.09,84.81,33.14,45,49,56,75,78,80,81,78,31
"182","YOR249C_mRNA",1907,2294,1916,2595.24,2379,2077,2785,3177.12,2881,57.15,53.03,63.07,69.67,85.12,75.09,31.01,73.01,31.01,55,46,58,64.95,82,71,30,68,28
"183","YLR102C_mRNA",708.89,682.99,516.93,1053.97,944.93,748.9,1265.92,827.96,1012.92,40.98,28.13,25.58,76.98,79.35,48.6,64.1,84.19,43.66,18.98,16,10,34,35,23,34,35,17
"184","YBR151W_mRNA",9043.56,9745,8051.38,13488.99,10633,9889,16958.93,13399,12661.17,379.22,414.01,348.53,566.03,596.13,508.4,810.02,1167.03,347.03,366,398,338,534,568,481,784,1104,328
"185","YKL103C_mRNA",4125,4891,3996.52,4219,4271.82,3183,2014,1992,2462,468.42,535.34,530.38,549.32,566.75,446.88,245.94,295.94,153.01,443,503,503.24,497,537,415,228,281,137
"186","YKL157W_mRNA",20414.72,21560.08,18911.42,25631.9,25764.46,20309.37,22035.9,20076.52,14303.48,1832.94,2552.31,2907.99,2635.24,4116.1,3235.3,2245.25,3310.65,901.7,1751.62,2440.61,2779.81,2414.69,3927.13,3057.27,2144,3151.7,843.23
"187","YKL157W_pre-mRNA",3157.92,4625.51,3201.12,5039.79,5398.57,3449.1,5697.27,5523.94,3763.45,26.33,26.44,35.15,61.78,50.79,26.47,35.03,61.6,52.92,17.55,26.43,35.14,44.13,50.92,17.62,35.02,43.94,44.1
"188","YBR286W_mRNA",73338.13,70717.74,62619.97,103618.14,87030.13,70884.12,116429.81,85851.95,91102.52,5853.16,5605.5,6453.72,7630.68,9369.26,7545.29,9534.18,11564.45,4363.1,5639,5427,6247.98,7018.99,9007,7288.17,9172,11080.99,4106
"189","YHR113W_mRNA",5825.73,6349.14,5244.9,8288,7522.01,6185.13,7541.06,6773.54,7040,383.88,422.95,520.07,415.14,613.81,571.02,476.16,715.14,299,366,411,501,379,587,541,461,670,278
"190","YDR525W_mRNA",12,5,13,14,10,14,50,79,50,0,0,0,0,0,2,1,2,1,0,0,0,0,0,1,1,1,1
"191","YNL077W_mRNA",1603.92,1713,1241,1945,1590,1363.59,1869,2045.43,2279,59.99,46.02,63.02,60.01,69.24,55.17,53.12,91.84,38.09,53,41,60,53,58,51,44,82,26
"192","YJR005W_mRNA",8347.24,9471,7561.91,10054.84,8956,7766.99,8986.98,6932.35,9190.84,414.29,460.11,484.31,395.28,491.32,474.79,405.91,657.96,243.8,389,429,458,343,466,446,385,609,218
"193","YKL135C_mRNA",9046.63,10431.77,8812.05,10528.86,10509.47,8803.52,9419.16,10457.13,10398.51,363,421.56,393.54,409.41,548.1,434.66,352.77,412.32,193.99,307,368,339,345,453.96,366,288.97,336,160
"194","YBL037W_mRNA",7100.11,8217.66,6689.98,7574.88,7414.46,6167,6562,5992,6194,210.01,305.13,348.89,268.23,363.98,296.3,241.05,316.86,121.06,197,285.99,330.39,247,345,287,234,303,117.01
"195","YPR029C_mRNA",13377.01,14690,12808.01,16238,15344.74,13152,11459,9494.2,11824.62,589.58,670.12,691.27,628.49,831.29,802.16,423.22,653.51,316.04,573.95,645,666.1,576,784,763,406,627,304
"196","YPL195W_mRNA",11171.71,12235.11,10877.82,14836.23,14762.79,12362.39,11084,8276.72,9321.96,272,355.01,409.13,355.05,501.19,407.01,300.53,458.22,215,263,344,388,312,486,389,289.97,440,202
"197","YGR261C_mRNA",15054.89,17186.86,15231,22060.24,20489.35,18178.73,15522.31,10918,12545,305.03,380.92,366.48,533.09,689.41,521.44,451.17,557.34,230.09,276,338,332,443,601,468,363,456,184
"198","YPL259C_mRNA",5495.55,5876,4982,6833,5873,5532.98,6617.87,6527,7530,176.01,197.02,219.01,219.14,261.54,234.2,145.27,215.28,93,169,186,207,198,244,216,138,207.26,86
"199","YHL019C_mRNA",3093,3370.98,2728.54,4112,3610,3088,4805,5173,4552,108.02,99,86.85,136.71,145.04,136.87,165.85,235.7,93.02,85,78.01,63,95,115,106,142,202,66
"200","YBR288C_mRNA",3984,4323,3671,5148,4983.39,4177,4829,2903,3630,351.27,437.04,390.35,458.08,502.09,526.74,391.49,473.72,229.01,339,414,365,415,470,489,371,442.74,213
"201","YOL062C_mRNA",7420.01,8316.12,6527,9502.93,8167.99,7413,10037,9645,9150,260,349.01,361.97,264.38,413.73,428.19,263.18,489.02,196.03,256,334,352,241,397,414,255,473,188.02
"202","YKL114C_mRNA",3069.2,3230.92,2720.12,3784.83,3526.09,2889.02,3244.65,1999.15,2624.48,365.12,301.93,299.52,498.02,473.29,419.17,378.83,348.26,159.77,332,277,277,423,439.01,385,346.28,325,137
"203","YBL019W_mRNA",1101,1321,1123,1473,1301.97,1207,1395,2089,1997.93,53.02,52.36,58,43.98,69.7,66.49,56.5,67.14,34,47,48,55,41,65,64,51,65,29
"204","YNL094W_mRNA",8655.07,9777.98,7616,11987.57,9877.13,8916.02,13069.96,36454.01,25186.19,67.76,50.07,60.07,83,70.66,64.01,71.22,149.23,57.08,46,38,46,50,53,53,49,108,32
"205","YIL040W_mRNA",3064.01,3170,2623.02,4517,3148.8,2993,7448,5214.67,7319.96,159.29,153.06,113.58,198.19,177.13,138,340.16,401.02,170.28,147,138,102.89,176.75,166.99,122,308,365,148.36
"206","YJL075C_mRNA",1,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207","YLR170C_mRNA",1127,1212,934,1479,1329,1148,2669,1942,2103,111,116.36,113.97,223.3,147,136.07,314.17,260.3,189.01,62,61,54,108,65,66,170,142,89
"208","YJR058C_mRNA",1131.85,1216,875,1856,1485,1254,2987,2071,2437,84.13,82.09,70.84,194.06,138.16,138.12,362.16,379.17,199.02,81,79,67,186,133,133,352,363,188
"209","YJL024C_mRNA",212.5,276.65,120.76,219.76,141.5,91.98,288.9,152.48,239.75,108,130.02,145.02,210.97,217.41,171.06,212.07,227.27,165.02,102,116,137,182,201,155,199,208,142
"210","YJL024C_pre-mRNA",3076.5,3322.55,2770.88,4296.24,3571.38,3492.02,4927.09,4428.52,6254.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","YML022W_mRNA",10396,10852.96,9203,12358.7,10966.91,9431,8899,6112.06,7993.87,3017.26,2828.62,3145.26,3697.82,3255.43,3971.95,2945.79,3128.8,1457.6,2875,2694,2995,3435,3065,3725,2820,2917,1375
"212","YDR441C_mRNA",7076.9,7939.15,6204.01,8014.95,6430.63,5921.02,7183.36,5174.86,4752.02,104.96,116,106.02,102.05,129,121.02,58.52,87.01,42,85,79,81,64,101,103,43,52,28
"213","YNL065W_mRNA",2962,3077.66,2721,3351.03,2878,2782,7432.32,4825.66,5692.19,63.3,62.11,68.14,53.18,56.84,66,186.9,96.02,75.02,60,60,66,50,52,62,175,86,68
"214","YPR192W_mRNA",125,116,87,124,78,58,67,97,77,4,5.12,5,8.01,5,6.03,7,8.01,1,3,5,5,8,5,6,7,8,1
"215","YLL052C_mRNA",456.92,442.97,417.81,563.63,430.65,389.62,515.25,1551.45,1268.48,18.6,17.83,25.04,23.22,17.99,29.02,2,1,3.75,15.7,14,19,14,15,17,2,0,2
"216","YBR149W_mRNA",7007,7551,6273,10712.85,9346,8119,21762.01,16161.01,18653,363.44,509.2,437,713.81,664.11,642.04,1378.11,1648.76,968.25,347,483,416,653,621,581,1300.23,1548,885
"217","YMR041C_mRNA",1181,1130,1100,1399.01,1144,1087,1817,1631,1981,81,91.02,110.61,131.06,94.19,110.34,102.54,103.21,63.17,79,85,105,120,87,105,98.91,100,57
"218","YER036C_mRNA",56935.66,59660.44,52543.8,67582.51,67622.51,53834.64,41281.28,35217.35,44328.04,7029.81,8553.74,9332.89,7051.22,10905.92,9126.61,4973.28,8267.86,3355.62,6740,8219,8939,6536,10438,8679,4820,7926,3162
"219","YGL105W_mRNA",71350.82,75790.52,66708.46,96886.26,89428.87,74815.9,72522.06,64556.52,68275.97,3193.34,3362.19,3058.46,5101.9,4873,4042.24,4191.81,4662.58,2172.71,3033,3170,2924,4718.99,4635,3851,4019,4349.73,1974.99
"220","YIL062C_mRNA",10459,11302.03,9178.82,17352,13396,11986.04,26379,15851,18332,355.78,386.82,296.11,663.37,548,428.73,1267.01,1115.99,458.74,346,364,282,602,508,398,1179,1040,418.98
"221","YLR370C_mRNA",7751,8413.63,6616,11023,9267.73,8420.98,18253,12967,14961.01,1053,1020.96,949,2043.13,1420.11,1232.99,2280.45,2174.12,1022.99,1009,958,906,1912.99,1344.02,1147,2188.99,2041,954
"222","YKL013C_mRNA",8154,8351,6672,12178.37,10014,9413.01,18973.03,12060.01,13814.96,459.03,555.78,497.02,882.06,777.06,754.51,1283.62,1421.01,631.06,439,539,482,806,739.99,716,1236,1364,597
"223","YNR035C_mRNA",11921,12842.69,10356.04,16709.1,14822,12558,21834,14601.47,16607,764,781.62,805,993.06,1286.98,1036.5,1339.47,1634,644,727,738,772,916,1218,990,1292.95,1557,605
"224","YBR234C_mRNA",8431,9661.77,7699,12336.01,11523.96,9059,11677.99,9060.98,9017,552.23,714.29,694.21,722.16,1015,798.04,1126.05,1528.97,675.32,519,670,629,639,929,726,1059,1417.08,612.97
"225","YHR013C_mRNA",10860,11525.54,10026,14771,13023.25,11417,11925.01,8260.79,10739.06,481.6,526.58,536.97,799.98,744.44,685.1,658.04,1264.04,638.96,286,266,300,420,399,428,378,394,198
"226","YCR048W_mRNA",5974,5586,4412,8864.01,6893.91,5613,8185.15,6618,6720,554.38,434.15,492.67,954.83,775.12,679.18,479.41,640.64,401.07,386,302,332.99,659.98,542,476,343,440,276
"227","YNR019W_mRNA",19769.32,20186.33,16901.89,29764.84,29992.06,22780.49,24023.41,19324.65,31427.77,855.47,834.84,1023.21,1256.57,1862.49,1469.54,990.32,1115.09,730.71,813,780.99,955.01,1156,1729,1373,941,1039,669
"230","YDL137W_pre-mRNA",672.63,864.65,588.75,1114.67,752.86,686.06,1034.92,1387.3,917.78,3.38,6.75,15.62,0,6.75,3.38,10.16,0,0,0,0,13.5,0,0,0,6.77,0,0
"231","YOR094W_mRNA",1096.03,1185,928,1528,1189,945,1763,1263,1703,92,86.1,71.01,161.06,149.61,113,153.07,161.05,87,44,51,34,74,78.9,59,99,76,27
"232","YOL058W_mRNA",3086.07,3206,2714.99,2163,2299,1965,1822.79,5563.57,2440,715.01,856.67,958.21,572.16,715.8,700.96,429.02,1970.51,343.01,689,821,920,532.01,684,665,418,1880,324
"233","YJL071W_mRNA",3289,3278,2589,3222,2908,2440.1,3118,4092.99,4034.85,91,87.02,103,118.82,95.08,78.01,73.03,128.02,69.01,80,81,100,107,86,72,72,120,58
"234","YJL088W_mRNA",1274.57,1460.26,1332,1728,1413.27,1473,608.14,1126.29,1267.57,83.03,113.96,126.79,112.56,140.15,113,21.06,71.99,27.01,71,109.98,117,98,125,108,19,67,23
"235","YHR018C_mRNA",10581.9,11403.68,9906.99,9634.01,10358.47,7809,5504,7150,6489,1000.81,1005.77,1048.18,973.73,964.88,803.9,552.64,969.63,314.18,960.99,961.92,1004.99,898.94,916.96,748.99,524.99,910.98,292.95
"236","YER069W_mRNA",8517.07,8712,7719.25,10426.92,10444.06,8278.09,5545.84,8051.96,6595.39,673.23,686.18,675.08,783,1023.81,841.83,215.57,499.58,91.65,497,511,541,550,778,645,164,383.99,70
"237","YMR062C_mRNA",6022.15,5556.99,4666.86,6085.26,5179.6,3814.08,5439.96,4398.27,4563.31,358.03,329.01,335.08,397.24,416.7,303.75,343.89,499.26,220.05,334,317,322.23,360,394,287,322,477,203
"238","YOL140W_mRNA",3167.94,3682.54,3112.3,4100.19,3971.53,3276.92,1961.16,2435.14,2827.75,203,204.96,220.86,261.61,279.21,267.48,78.8,133.4,47,193,191,212,234.82,262,247.99,74,123,44
"239","YMR042W_mRNA",1749,1902,1378,2131,1495,1369,2267,2138,2445,39.01,37.09,24,77,57,44,78.07,80.08,62.05,36,35,20,68,47,30,67,73,57
"240","YML099C_mRNA",6719,7644,6051.97,8665,7505,6772,13178.07,31262.32,22692,91,95.08,88.06,78.99,108.05,94.15,54.54,103.37,58,86,89,82,69,100,86,52,88,42
"241","YDR173C_mRNA",671,695,482,901,763,661,1260,863,1050,54,75.02,55.01,98,74,83.05,73.04,109.36,58,50,70,48,86,66,76,66,99,54.01
"242","YDR376W_mRNA",3944,3812,3307.84,4892.02,3973,3251,4070.01,3098,2989,94,117.14,121.06,134.03,131.21,130.23,111.08,154,62,90,113,119,123,123,124,110,148,57
"243","YGL157W_mRNA",5926,6394.03,5418.89,9599.01,8647.86,7043.91,23496.12,17666.1,17900.85,488.15,515.06,548.56,670.32,873.12,782.67,1850.55,2620.99,987.61,470,499,530,612.26,852,756,1787,2502,939
"244","YNL020C_mRNA",3216.04,3630,3044.97,4276.78,3792.83,3207.24,4617.14,4460.08,4530.46,98.64,118.22,135.42,105.87,141.03,125.93,112.67,154.05,59.4,93,109,130,98,133,112,105,142,55
"245","YBR164C_mRNA",2435,2293,1951,3376,2940.05,2428,3582,2629,2667,128,163.13,178,225.01,230.66,217.06,255,224,83,125,152.02,165,210,217,203,241,213,75
"246","YPL051W_mRNA",1238,1465,1211,1830,1507.05,1332,2033,1516,1928,32.01,42.96,31.08,45.01,40.29,37.98,36,34,26.12,31,40,31,41,35,34,36,32,24
"247","YHL040C_mRNA",3042,3195,3605,4290.98,3151,3072,3779,7010.21,6166,39.61,39.91,92.95,42.42,40.28,33.91,24.77,53.96,48.73,33,35,84,36.13,35,33.82,21,33,43
"248","YHL047C_mRNA",1297,1537,1344,2109,1735,1572,2627,4238,3778.6,13.67,6.07,23.07,4.23,8.39,5.05,19.48,44.14,15.03,9,5,18,4,6,4,13,31,10.07
"249","YDR127W_mRNA",41979.52,50778.67,42502.24,38206.87,46937.44,33126.88,40347.74,34201.84,21969.96,2910.72,3738.92,3476.97,2530.14,4103.04,2879.44,3217.55,4758.93,1079.84,2781,3599,3327,2328.89,3936,2734,3119.98,4548,1012.16
"250","YDR380W_mRNA",3777,3602,3962,8459,2738,2341,1003,473,963,311.08,318.04,455.43,617.07,336.28,276.26,73.02,36.16,29.02,302,299,439,555,315,260,72,34,27
"251","YGL148W_mRNA",21907.37,23147.52,18766.95,28002.98,24946.04,19649.76,20625.82,15680,13472,3933.46,3328.84,3341.85,5108.37,4213.16,3837.11,4566.77,4413.42,2036.34,3757,3152.93,3201,4631.91,4012.02,3654,4388.99,4194,1880
"252","YDR035W_mRNA",9481,9715.37,8486.93,12057.96,11133.89,9141.01,12140.22,10593.45,11488.02,450.35,519.2,617.4,612.88,699.6,675.02,612.66,869.22,303.05,421,489,590,543.4,656.99,645,572,808,272
"253","YBR249C_mRNA",30863.3,33270,28867.99,30849,30624.82,24064.95,31864.94,17443,15980,2735,2894.15,3215.01,2558.4,3278.88,2731.13,3063.63,2415.42,845.16,2596,2776,3059,2260.6,3141.01,2598,2928.01,2321,780
"254","YPR060C_mRNA",6184,6697,5548.01,8313,7404,6088,7712,5726.41,6465.13,253,266,283,448.62,434.54,354.02,352.16,315,222.04,245,247,272,420,406,336,342,302,208
"255","YGL202W_mRNA",42805.01,45150.9,40199.01,53204.68,56050.87,44366.24,48688.55,36700.41,33691.45,2152.38,2715.13,2751.09,3297.61,3867.57,2974.2,3137.28,4008.18,1467.51,1903,2354.85,2478,2620,3316,2609.91,2855,3255.99,1206.94
"256","YDR421W_mRNA",3364,3867,2932,4370.04,3918.92,3414,5962,8890.07,6668.96,50.88,61.69,60.92,61.81,80.25,64.96,61.99,79.93,54.13,46,56,46,50.66,66,60,57,70,48
"257","YHR137W_mRNA",4340,4326,3850,7656,4355.87,3633.84,4090,3535,3757,518.68,610.02,849.09,873.98,721.14,682.28,426.32,678.26,375.02,430,491,693,659,553,542,348,533,231
"258","YHR129C_mRNA",1718,2004,1563,2401,2209.99,1900.04,1755,2106,2007,38.08,38.01,46,41.03,63.52,58.14,22,38.07,16.79,36,37,39,35,59,54,20,32,12
"259","YDR106W_mRNA",70,70,59,128,112,91,209,140,142,3,7.01,5.56,9.65,13.89,1.01,7.91,16,8,3,7,5,8,14,1,8,14,8.01
"260","YDL029W_mRNA",9942.69,9800.02,8758.88,14518.78,12680.3,11270.55,18385.36,12388.83,14243.34,794.1,1058.42,1117.94,1233.4,1636.09,1619.14,1439.87,1895.46,1005,751.14,1005,1081.87,1103.21,1557.11,1529.9,1375.34,1827.61,954.69
"261","YDL029W_pre-mRNA",1230.21,1733.94,1242.32,2027.3,2056.71,1082.37,1553.51,1607.17,1483.3,0,0,11.33,0,0,0,0,24.66,0,0,0,11.31,0,0,0,0,0,0
